id,applicant_account_No.,bank_sort_code,age,sex,education_qualifications,income,home_ownership,employment_length,loan_intent,loan_amount,loan_interest_rate,loan_income_ratio,payment_default_on_file,credit_history_length,loan_approval_status,max_loan_amount(allowed),credit_application_acceptance
457666,47317531,301561,24,,Unknown,24000,RENT,3,EDUCATION,6000,11.49,0.25,N,4,Approved,22781,0
473731,39785761,405059,24,,Unknown,24000,OWN,2,PERSONAL,6000,11.86,0.25,N,4,Approved,22781,0
956952,12266862,404878,24,,Unknown,24000,OWN,0,EDUCATION,6000,12.86,0.25,Y,4,Approved,22781,0
719170,45133842,232862,24,,Unknown,24000,RENT,1,MEDICAL,6000,13.49,0.25,N,2,Approved,22781,0
837485,41302540,300059,24,,Unknown,24000,RENT,5,MEDICAL,6000,11.83,0.25,N,4,Approved,22781,0
656738,96159272,232866,23,,Unknown,24000,OWN,0,VENTURE,4800,12.53,0.2,Y,2,Approved,22784,0
941244,52106832,041313,23,,Unknown,24000,RENT,0,MEDICAL,4800,12.17,0.2,Y,2,Approved,22784,0
344846,8377659,609500,22,,Unknown,24000,MORTGAGE,6,PERSONAL,3600,7.14,0.15,N,2,Approved,22787,0
856229,75616595,609379,21,,Unknown,24000,OWN,0,PERSONAL,2400,11.71,0.1,N,3,Approved,22790,0
196876,6854026,405091,21,,Unknown,24000,RENT,0,PERSONAL,2400,7.51,0.1,N,2,Approved,22790,0
548694,77249006,405176,27,,Unknown,18000,RENT,2,MEDICAL,1500,12.61,0.08,Y,8,Approved,22790,0
757174,10986245,150000,22,,Unknown,28500,MORTGAGE,3,EDUCATION,8500,12.53,0.3,N,4,Approved,22830,0
303562,89327500,041320,29,,Unknown,18000,MORTGAGE,3,MEDICAL,3250,12.84,0.17,Y,7,Approved,22833,0
163591,15802336,126000,23,,Unknown,24000,MORTGAGE,0,DEBTCONSOLIDATION,4750,10.33,0.2,N,4,Approved,22834,0
524366,97258255,090009,23,,Unknown,26400,RENT,6,PERSONAL,7500,12.69,0.28,N,4,Approved,22840,0
305525,61545325,405278,22,,Unknown,27600,RENT,2,PERSONAL,7500,11.49,0.27,N,4,Approved,22841,0
789788,21346502,609137,22,,Unknown,27600,RENT,0,MEDICAL,7500,6.54,0.27,N,2,Approved,22841,0
498261,16433931,621000,22,,Unknown,27600,RENT,4,EDUCATION,7500,13.49,0.27,N,2,Approved,22841,0
997290,64294642,404865,26,,Unknown,23000,RENT,0,DEBTCONSOLIDATION,7000,8.9,0.3,N,2,Approved,22878,0
622483,22369863,405125,23,,Unknown,26004,MORTGAGE,7,VENTURE,7000,5.42,0.27,N,4,Approved,22885,0
897527,44595213,165760,26,,Unknown,20000,RENT,1,VENTURE,3100,11.71,0.15,N,4,Approved,22886,0
189672,60277714,230089,22,,Unknown,24000,RENT,1,EDUCATION,3500,10.99,0.15,N,3,Approved,22887,0
352770,84084717,609104,33,,Unknown,15600,RENT,2,MEDICAL,2800,7.4,0.18,N,5,Approved,22923,0
274719,83806674,608371,21,,Unknown,31000,MORTGAGE,2,EDUCATION,9600,9.99,0.32,N,3,Approved,22929,0
434148,69776665,608365,26,,Unknown,19200,RENT,3,PERSONAL,2000,10.59,0.1,N,3,Approved,22948,0
358339,91060567,600159,21,,Unknown,27600,RENT,5,DEBTCONSOLIDATION,6000,15.27,0.22,,3,Approved,22964,0
343977,45335119,165766,28,,Unknown,25000,OWN,0,VENTURE,12000,11.99,0.48,N,5,Approved,22969,0
905561,22940230,405130,25,,Unknown,28000,OWN,2,MEDICAL,12000,7.51,0.43,N,3,Approved,22973,0
199532,31527319,609267,26,,Unknown,25000,OWN,6,EDUCATION,9500,10.62,0.4,N,3,Approved,22975,0
442395,89827892,300173,22,,Unknown,30000,OWN,0,EDUCATION,10000,9.32,0.33,N,3,Approved,22978,0
551295,96064993,040504,22,,Unknown,30000,MORTGAGE,3,MEDICAL,10000,7.29,0.33,N,4,Approved,22978,0
102357,34578076,165345,23,,Unknown,28000,OWN,1,EDUCATION,9200,7.68,0.32,N,4,Approved,22978,0
343257,11009561,165810,29,,Unknown,20000,OWN,2,MEDICAL,6000,7.49,0.3,N,7,Approved,22978,0
970409,31171191,302885,29,,Unknown,20000,RENT,0,EDUCATION,6000,11.71,0.3,N,10,Approved,22978,0
940453,11316192,405198,29,,Unknown,20000,RENT,0,MEDICAL,6000,12.87,0.3,N,8,Approved,22978,0
348889,31409192,405033,25,,Unknown,24000,MORTGAGE,3,VENTURE,7000,9.32,0.29,N,4,Approved,22979,0
721158,10380564,232320,25,,Unknown,24000,RENT,3,VENTURE,7000,8.49,0.29,N,3,Approved,22979,0
463674,44230625,980000,25,,Unknown,24000,RENT,2,MEDICAL,7000,11.71,0.29,N,3,Approved,22979,0
889102,50402644,235797,24,,Unknown,25000,MORTGAGE,1,EDUCATION,7000,8.49,0.28,N,4,Approved,22980,0
114263,84514193,235626,24,,Unknown,25000,RENT,8,MEDICAL,7000,10.99,0.28,N,4,Approved,22980,0
274703,59035934,233504,24,,Unknown,25000,OWN,2,VENTURE,7000,13.11,0.28,N,3,Approved,22980,0
789174,66026584,041315,24,,Unknown,25000,RENT,4,MEDICAL,7000,13.79,0.28,N,3,Approved,22980,0
574498,58082957,040482,28,,Unknown,20000,RENT,1,MEDICAL,5000,7.74,0.25,N,8,Approved,22980,0
223504,16130769,040079,28,,Unknown,20000,RENT,3,MEDICAL,5000,12.42,0.25,N,6,Approved,22980,0
422824,67077785,609303,28,,Unknown,20000,RENT,2,DEBTCONSOLIDATION,5000,13.48,0.25,Y,7,Approved,22980,0
886880,98933670,050005,27,,Unknown,20000,RENT,2,DEBTCONSOLIDATION,4000,11.46,0.2,N,7,Approved,22983,0
188936,20291578,090025,27,,Unknown,20000,RENT,1,MEDICAL,4000,8.49,0.2,N,10,Approved,22983,0
900560,11758471,239285,23,,Unknown,24000,RENT,0,PERSONAL,4600,11.11,0.19,N,3,Approved,22984,0
171078,86531499,300083,25,,Unknown,19200,RENT,2,EDUCATION,1000,7.49,0.05,N,2,Approved,22992,0
474744,49489736,405179,23,,Unknown,22178,RENT,2,VENTURE,2500,11.99,0.11,N,3,Approved,22993,0
281811,64092664,300066,23,,Unknown,27852,OWN,7,PERSONAL,9000,7.51,0.33,N,4,Approved,23008,0
301544,97027225,608312,22,,Unknown,26400,MORTGAGE,1,EDUCATION,6000,15.62,0.23,N,3,Approved,23023,0
151976,16878684,236078,22,,Unknown,26400,RENT,5,PERSONAL,6000,7.9,0.23,N,2,Approved,23023,0
941891,68505280,405047,21,,Unknown,29360,MORTGAGE,5,EDUCATION,7775,12.69,0.28,N,2,Approved,23034,0
757459,91698877,165501,23,,Unknown,24000,RENT,3,PERSONAL,4500,8.9,0.19,N,2,Approved,23085,0
133603,26111119,700603,23,,Unknown,24000,RENT,2,PERSONAL,4500,11.49,0.19,N,4,Approved,23085,0
137674,97005870,560075,21,,Unknown,24000,RENT,0,DEBTCONSOLIDATION,2100,7.88,0.09,N,3,Approved,23090,0
993978,28186004,301495,26,,Unknown,18700,RENT,2,MEDICAL,1200,5.42,0.07,N,4,Approved,23101,0
369603,15957553,165050,22,,Unknown,26500,OWN,0,MEDICAL,6000,13.23,0.23,N,2,Approved,23133,0
815348,8643802,608386,22,,Unknown,26500,RENT,0,EDUCATION,6000,10,0.23,N,3,Approved,23133,0
578057,29620249,405056,23,,Unknown,25000,RENT,2,EDUCATION,5600,10.99,0.22,N,4,Approved,23133,0
322612,33751995,165101,22,,Unknown,25591,RENT,5,PERSONAL,5000,10.65,0.2,N,4,Approved,23135,0
278966,42346526,609390,24,,Unknown,24000,MORTGAGE,0,VENTURE,5600,10.99,0.23,N,4,Approved,23182,0
760191,56642750,609230,21,,Unknown,24000,RENT,1,EDUCATION,2000,9.99,0.08,N,2,Approved,23191,0
289220,40188054,235441,21,,Unknown,24000,RENT,5,MEDICAL,2000,9.91,0.08,N,2,Approved,23191,0
926020,37522669,116701,21,,Unknown,24000,RENT,5,VENTURE,2000,13.48,0.08,N,3,Approved,23191,0
663818,42052092,609492,25,,Unknown,25000,OWN,0,EDUCATION,8000,10.99,0.32,N,3,Approved,23228,0
512579,2665013,609587,25,,Unknown,23000,RENT,1,PERSONAL,5500,13.98,0.24,Y,2,Approved,23231,0
289957,66170625,200052,23,,Unknown,25000,RENT,1,EDUCATION,5500,7.74,0.22,N,3,Approved,23233,0
645386,76504619,200070,21,,Unknown,25000,OWN,1,PERSONAL,3000,10.99,0.12,N,3,Approved,23238,0
582454,6952152,235911,21,,Unknown,25000,RENT,3,EDUCATION,3000,6.76,0.12,N,2,Approved,23238,0
607035,33529863,041302,21,,Unknown,25000,RENT,3,DEBTCONSOLIDATION,3000,11.49,0.12,N,2,Approved,23238,0
372077,99238269,405276,22,,Unknown,26500,MORTGAGE,5,PERSONAL,5875,7.51,0.22,N,4,Approved,23258,0
429105,49476067,700518,22,,Unknown,27996,RENT,3,VENTURE,7500,15.96,0.27,Y,2,Approved,23277,0
421573,77691478,609371,22,,Unknown,28000,MORTGAGE,4,VENTURE,7500,7.51,0.27,N,2,Approved,23281,0
988942,80503823,608376,22,,Unknown,28000,OWN,0,VENTURE,7500,6.92,0.28,N,3,Approved,23281,0
884444,19522141,300098,22,,Unknown,28000,RENT,4,EDUCATION,7500,11.86,0.27,N,3,Approved,23281,0
657164,15487759,165562,26,,Unknown,21000,RENT,1,PERSONAL,4000,11.86,0.19,N,3,Approved,23284,0
860387,7507337,300250,23,,Unknown,22000,RENT,1,EDUCATION,2000,13.16,0.09,N,2,Approved,23290,0
463521,26838445,230123,22,,Unknown,32112,MORTGAGE,4,HOMEIMPROVEMENT,12000,13.98,0.37,Y,3,Approved,23299,0
252426,34758726,405037,23,,Unknown,24000,RENT,7,PERSONAL,4275,11.86,0.17,N,4,Approved,23310,0
571066,5476289,234635,23,,Unknown,28989,RENT,1,VENTURE,10000,7.49,0.34,N,3,Approved,23314,0
812534,44007627,609588,21,,Unknown,24000,RENT,0,VENTURE,1875,10.65,0.08,N,4,Approved,23316,0
518379,64706180,301657,23,,Unknown,25000,RENT,3,EDUCATION,5400,12.84,0.22,Y,2,Approved,23333,0
894153,65644955,405132,21,,Unknown,27000,RENT,2,VENTURE,5000,12.69,0.19,N,2,Approved,23335,0
824266,62070295,600168,23,,Unknown,26400,RENT,0,EDUCATION,7000,6.91,0.27,N,2,Approved,23341,0
216902,21640290,231976,21,,Unknown,27024,RENT,2,VENTURE,5000,8.9,0.18,N,2,Approved,23360,0
664060,58035913,159900,20,,Unknown,38400,MORTGAGE,5,EDUCATION,15000,8.9,0.4,N,2,Approved,23376,0
749440,46006951,608362,22,,Unknown,24000,RENT,3,PERSONAL,3000,12.53,0.13,Y,3,Approved,23388,0
487592,29811294,405143,22,,Unknown,24000,RENT,2,VENTURE,3000,11.49,0.13,N,3,Approved,23388,0
964299,16679572,165709,22,,Unknown,24000,RENT,2,EDUCATION,3000,7.9,0.13,N,4,Approved,23388,0
264662,81138892,609189,22,,Unknown,24000,RENT,5,EDUCATION,3000,10.74,0.13,N,4,Approved,23388,0
362163,84483181,602610,23,,Unknown,23000,RENT,3,MEDICAL,3000,10.37,0.13,N,2,Approved,23437,0
833916,92388122,301631,22,,Unknown,24960,RENT,2,VENTURE,4000,13.61,0.16,N,2,Approved,23442,0
472428,69525387,185005,21,,Unknown,30000,RENT,6,PERSONAL,8000,9.76,0.27,N,3,Approved,23481,0
968874,75420922,041307,21,,Unknown,30000,RENT,3,PERSONAL,8000,12.53,0.27,N,3,Approved,23481,0
380936,3149041,040400,21,,Unknown,30000,RENT,0,VENTURE,8000,12.53,0.27,N,2,Approved,23481,0
799350,78607836,165187,21,,Unknown,30000,MORTGAGE,5,EDUCATION,8000,5.42,0.27,N,3,Approved,23481,0
148461,9577491,820403,21,,Unknown,30000,RENT,5,VENTURE,8000,10.38,0.27,N,2,Approved,23481,0
852485,67673625,080050,21,,Unknown,30000,RENT,5,VENTURE,8000,8.49,0.27,N,4,Approved,23481,0
999627,15859578,301242,21,,Unknown,30000,RENT,5,EDUCATION,8000,10.75,0.27,N,2,Approved,23481,0
925470,39828204,608384,24,,Unknown,25000,RENT,0,MEDICAL,6500,11.36,0.26,N,2,Approved,23481,0
544706,98820376,185050,24,,Unknown,25000,RENT,4,EDUCATION,6500,10.99,0.26,N,3,Approved,23481,0
940687,87959853,501032,22,,Unknown,25000,RENT,1,EDUCATION,4000,6.76,0.16,N,2,Approved,23486,0
357919,50870628,700808,22,,Unknown,25000,RENT,6,VENTURE,4000,12.21,0.16,N,3,Approved,23486,0
259180,2200914,608368,22,,Unknown,25000,RENT,4,PERSONAL,4000,16.32,0.16,N,3,Approved,23486,0
669499,39095345,165221,22,,Unknown,25000,OWN,3,EDUCATION,4000,7.75,0.16,N,4,Approved,23486,0
510409,6934620,406377,23,,Unknown,27000,OWN,4,EDUCATION,7500,7.88,0.27,N,3,Approved,23530,0
257100,75084888,301275,24,,Unknown,24000,RENT,0,VENTURE,5250,11.49,0.22,N,2,Approved,23533,0
239282,78865154,300030,21,,Unknown,27200,RENT,0,DEBTCONSOLIDATION,5000,13.49,0.18,Y,3,Approved,23545,0
330992,26753621,231618,22,,Unknown,27800,OWN,0,VENTURE,7000,10.99,0.25,N,2,Approved,23562,0
845076,83372279,041304,22,,Unknown,36000,OWN,1,VENTURE,16000,5.42,0.44,N,2,Approved,23572,0
964764,55303748,231134,28,,Unknown,24000,RENT,0,EDUCATION,10000,13.49,0.42,Y,6,Approved,23572,0
661699,51715241,235863,28,,Unknown,24000,MORTGAGE,12,EDUCATION,10000,7.51,0.42,N,7,Approved,23572,0
327748,15924867,040476,28,,Unknown,24000,OWN,7,EDUCATION,10000,12.69,0.41,N,8,Approved,23572,0
806599,55685331,608309,21,,Unknown,32000,RENT,1,MEDICAL,10000,12.53,0.31,N,2,Approved,23579,0
663698,97995597,405204,22,,Unknown,26000,RENT,0,EDUCATION,5000,7.9,0.19,N,2,Approved,23584,0
882808,24016929,301309,23,,Unknown,24000,RENT,0,VENTURE,4000,6.62,0.17,N,4,Approved,23585,0
238346,78549009,938831,23,,Unknown,24000,RENT,5,DEBTCONSOLIDATION,4000,12.23,0.17,Y,3,Approved,23585,0
390180,66466406,609263,23,,Unknown,24000,RENT,1,PERSONAL,4000,7.75,0.17,N,3,Approved,23585,0
471663,66277115,609280,23,,Unknown,24000,RENT,2,DEBTCONSOLIDATION,4000,7.9,0.17,N,2,Approved,23585,0
803987,68838167,700672,23,,Unknown,24000,OWN,1,MEDICAL,4000,15.27,0.17,N,3,Approved,23585,0
708393,69968276,110001,23,,Unknown,24000,RENT,0,EDUCATION,4000,13.99,0.17,Y,2,Approved,23585,0
580285,71166322,405162,23,,Unknown,24000,RENT,2,VENTURE,4000,11.58,0.17,N,2,Approved,23585,0
635667,72839775,700319,23,,Unknown,24000,RENT,2,DEBTCONSOLIDATION,4000,7.88,0.17,N,3,Approved,23585,0
232599,43166470,122130,23,,Unknown,24000,RENT,0,EDUCATION,4000,10,0.17,N,4,Approved,23585,0
517872,14910203,404869,24,,Unknown,24000,RENT,8,DEBTCONSOLIDATION,5175,13.49,0.22,N,2,Approved,23608,0
293190,18974216,400001,21,,Unknown,24432,RENT,0,EDUCATION,2000,7.88,0.08,N,4,Approved,23644,0
217045,53325123,400550,23,,Unknown,25800,MORTGAGE,2,DEBTCONSOLIDATION,6000,7.49,0.23,N,2,Approved,23652,0
228554,68610079,400002,23,,Unknown,25800,RENT,6,EDUCATION,6000,7.88,0.23,N,3,Approved,23652,0
660650,65084888,406243,24,,Unknown,26400,MORTGAGE,8,HOMEIMPROVEMENT,8000,9.76,0.3,N,3,Approved,23659,0
192629,34913044,232290,22,,Unknown,28800,RENT,6,PERSONAL,8000,8.9,0.28,N,3,Approved,23660,0
202368,31306630,406283,22,,Unknown,28800,RENT,2,EDUCATION,8000,11.99,0.28,N,2,Approved,23660,0
541460,93277939,235889,22,,Unknown,28800,RENT,5,MEDICAL,8000,12.42,0.29,N,4,Approved,23660,0
354235,47007795,405206,22,,Unknown,28800,RENT,0,EDUCATION,8000,8.9,0.28,N,3,Approved,23660,0
851448,50878543,609591,23,,Unknown,27996,RENT,4,VENTURE,8500,11.58,0.3,N,4,Approved,23674,0
886650,34098475,609242,26,,Unknown,24000,MORTGAGE,3,EDUCATION,7500,5.79,0.32,N,2,Approved,23677,0
647977,44697880,165487,25,,Unknown,23760,RENT,0,VENTURE,6000,11.86,0.26,N,2,Approved,23681,0
387439,93312099,301473,22,,Unknown,27000,RENT,4,PERSONAL,6000,7.9,0.22,N,3,Approved,23683,0
541422,22114254,405210,22,,Unknown,27000,OWN,4,MEDICAL,6000,10,0.22,N,2,Approved,23683,0
793627,49022363,086119,22,,Unknown,27000,RENT,6,MEDICAL,6000,9.88,0.22,N,2,Approved,23683,0
946025,92232568,300001,22,,Unknown,27000,OWN,6,VENTURE,6000,12.87,0.22,N,3,Approved,23683,0
871388,83524728,700633,21,,Unknown,24000,RENT,5,VENTURE,1500,7.29,0.06,N,3,Approved,23692,0
907089,1480357,041334,21,,Unknown,24000,RENT,5,MEDICAL,1500,13.92,0.06,Y,4,Approved,23692,0
961919,81795270,609556,21,,Unknown,24000,RENT,150,MEDICAL,1500,14.27,0.06,Y,4,Approved,23692,0
235762,89444205,406250,21,,Unknown,24000,RENT,2,PERSONAL,1500,6.91,0.06,N,2,Approved,23692,0
848691,73024422,230580,21,,Unknown,24000,RENT,2,MEDICAL,1500,11.49,0.06,N,4,Approved,23692,0
586428,96421568,041300,21,,Unknown,24000,RENT,1,DEBTCONSOLIDATION,1500,13.43,0.06,N,3,Approved,23692,0
931907,75464572,622111,21,,Unknown,24000,MORTGAGE,2,EDUCATION,1500,16.29,0.06,N,4,Approved,23692,0
602756,88342610,405069,22,,Unknown,25200,RENT,3,EDUCATION,4000,14.26,0.16,N,3,Approved,23706,0
759376,18756496,041312,22,,Unknown,25200,RENT,0,EDUCATION,4000,7.88,0.16,N,2,Approved,23706,0
755256,66613358,405228,22,,Unknown,25200,RENT,2,MEDICAL,4000,14.26,0.16,Y,3,Approved,23706,0
816633,94096695,600109,22,,Unknown,25200,RENT,0,DEBTCONSOLIDATION,4000,13.11,0.16,Y,3,Approved,23706,0
118938,25829456,700512,24,,Unknown,25200,RENT,0,PERSONAL,6500,9.76,0.26,N,3,Approved,23721,0
990878,4923681,010004,22,,Unknown,27036,RENT,3,DEBTCONSOLIDATION,6000,13.22,0.22,N,3,Approved,23723,0
797614,17042524,405111,25,,Unknown,24996,MORTGAGE,5,MEDICAL,7500,7.88,0.3,N,4,Approved,23723,0
439837,18638739,405188,25,,Unknown,27000,MORTGAGE,9,EDUCATION,10000,11.26,0.37,N,2,Approved,23725,0
263051,26347440,608394,23,,Unknown,24996,RENT,2,DEBTCONSOLIDATION,5000,6.03,0.2,N,3,Approved,23729,0
337179,99918739,950001,23,,Unknown,25000,RENT,2,EDUCATION,5000,9.62,0.2,N,4,Approved,23734,0
457364,73429061,301561,23,,Unknown,25000,RENT,2,EDUCATION,5000,7.9,0.2,N,3,Approved,23734,0
536626,61000680,405059,23,,Unknown,25000,RENT,1,EDUCATION,5000,9.45,0.2,N,4,Approved,23734,0
212014,64035111,404878,23,,Unknown,25000,RENT,0,MEDICAL,5000,6.92,0.2,N,3,Approved,23734,0
588257,90860112,232862,23,,Unknown,25000,RENT,1,DEBTCONSOLIDATION,5000,11.71,0.2,N,4,Approved,23734,0
654975,72138658,300059,23,,Unknown,25000,RENT,1,VENTURE,5000,6.91,0.2,N,3,Approved,23734,0
844441,62374616,232866,21,,Unknown,31200,RENT,5,MEDICAL,9000,11.86,0.29,N,4,Approved,23740,0
183584,90865910,041313,21,,Unknown,25000,OWN,5,PERSONAL,2500,6.76,0.1,N,3,Approved,23740,0
530952,37550523,609500,21,,Unknown,25000,RENT,2,DEBTCONSOLIDATION,2500,7.88,0.1,N,4,Approved,23740,0
148329,46455352,609379,26,,Unknown,26000,OWN,2,HOMEIMPROVEMENT,10000,9.99,0.38,N,2,Approved,23774,0
779930,16308754,405091,23,,Unknown,28000,MORTGAGE,2,DEBTCONSOLIDATION,8400,7.51,0.3,N,2,Approved,23779,0
685095,43080418,405176,22,,Unknown,28000,RENT,0,PERSONAL,7000,13.22,0.25,Y,2,Approved,23782,0
961367,34768282,150000,22,,Unknown,28000,MORTGAGE,5,PERSONAL,7000,15.65,0.24,Y,3,Approved,23782,0
999836,78752970,041320,22,,Unknown,28000,RENT,6,DEBTCONSOLIDATION,7000,12.84,0.25,N,3,Approved,23782,0
611915,54263925,126000,24,,Unknown,24000,RENT,3,EDUCATION,5000,11.49,0.21,N,2,Approved,23783,0
670687,79699629,090009,24,,Unknown,24000,OWN,9,MEDICAL,5000,7.29,0.21,N,4,Approved,23783,0
332866,95468034,405278,24,,Unknown,24000,RENT,4,MEDICAL,5000,10.74,0.21,N,3,Approved,23783,0
267445,59509016,609137,24,,Unknown,24000,RENT,1,MEDICAL,5000,7.9,0.21,N,2,Approved,23783,0
549766,60379814,621000,24,,Unknown,24000,OWN,0,MEDICAL,5000,7.49,0.21,N,4,Approved,23783,0
928693,87074346,404865,24,,Unknown,24000,RENT,0,EDUCATION,5000,13.72,0.21,Y,3,Approved,23783,0
999821,67119866,405125,24,,Unknown,24000,RENT,1,MEDICAL,5000,10.99,0.21,N,2,Approved,23783,0
627742,44717845,165760,24,,Unknown,24000,RENT,0,MEDICAL,5000,10.75,0.21,N,4,Approved,23783,0
128399,55604407,230089,24,,Unknown,24000,RENT,0,MEDICAL,5000,10.99,0.21,N,2,Approved,23783,0
187976,83291319,609104,24,,Unknown,24000,RENT,0,VENTURE,5000,10.99,0.21,N,3,Approved,23783,0
325160,69430211,608371,24,,Unknown,24000,RENT,2,PERSONAL,5000,11.14,0.21,N,3,Approved,23783,0
537168,57555971,608365,24,,Unknown,24000,RENT,1,EDUCATION,5000,13.61,0.21,N,2,Approved,23783,0
272174,87038918,600159,24,,Unknown,24000,RENT,0,EDUCATION,5000,10.74,0.23,N,2,Approved,23783,0
895890,32816259,165766,24,,Unknown,24000,RENT,0,EDUCATION,5000,11.14,0.21,N,4,Approved,23783,0
787631,55190613,405130,27,,Unknown,20000,OWN,1,VENTURE,3200,12.21,0.15,N,8,Approved,23785,0
417975,33370105,609267,22,,Unknown,28000,RENT,0,PERSONAL,6975,10.59,0.25,N,4,Approved,23807,0
151806,57414432,300173,21,,Unknown,37000,OWN,1,EDUCATION,15000,9.63,0.4,N,2,Approved,23824,0
169552,63205152,040504,22,,Unknown,26000,MORTGAGE,1,DEBTCONSOLIDATION,4750,10.99,0.18,N,3,Approved,23835,0
740913,92032860,165345,27,,Unknown,21600,RENT,11,DEBTCONSOLIDATION,5300,15.23,0.24,Y,5,Approved,23840,0
790748,50496464,165810,27,,Unknown,21600,OWN,0,VENTURE,5300,7.49,0.25,N,7,Approved,23840,0
912882,61431745,302885,23,,Unknown,26400,MORTGAGE,7,VENTURE,6500,13.23,0.25,Y,3,Approved,23841,0
258527,64258462,405198,23,,Unknown,36000,OWN,7,PERSONAL,17500,15.21,0.48,Y,2,Approved,23870,0
523232,89845115,405033,22,,Unknown,34000,MORTGAGE,5,EDUCATION,13500,10.62,0.4,N,4,Approved,23874,0
110153,55651602,232320,21,,Unknown,27996,RENT,5,MEDICAL,5500,6.92,0.2,N,4,Approved,23880,0
468752,91819741,980000,21,,Unknown,27996,RENT,5,EDUCATION,5500,8,0.21,N,2,Approved,23880,0
478772,50622002,235797,24,,Unknown,25000,OWN,1,VENTURE,6100,12.84,0.24,N,4,Approved,23881,0
237886,98215510,235626,21,,Unknown,26400,OWN,4,VENTURE,3825,13.72,0.15,Y,4,Approved,23882,0
223213,25777505,233504,22,,Unknown,25000,RENT,4,PERSONAL,3600,6.99,0.14,N,2,Approved,23887,0
180983,58650360,041315,22,,Unknown,25000,OWN,0,VENTURE,3600,14.27,0.14,Y,4,Approved,23887,0
225409,1025522,040482,22,,Unknown,24000,RENT,1,EDUCATION,2500,14.35,0.1,Y,2,Approved,23889,0
339079,81252705,040079,22,,Unknown,24000,RENT,6,DEBTCONSOLIDATION,2500,14.27,0.1,N,4,Approved,23889,0
514399,14351942,609303,21,,Unknown,23712,MORTGAGE,5,MEDICAL,1000,11.49,0.04,N,2,Approved,23891,0
254225,6715129,050005,21,,Unknown,25200,RENT,0,EDUCATION,2550,6.76,0.1,N,3,Approved,23899,0
554712,16621750,090025,27,,Unknown,19200,RENT,2,MEDICAL,2000,10.59,0.1,N,10,Approved,23908,0
655870,65392451,239285,24,,Unknown,24000,RENT,0,MEDICAL,4850,8.9,0.2,N,4,Approved,23933,0
948441,16848547,300083,23,,Unknown,25000,OWN,7,VENTURE,4800,7.14,0.19,N,2,Approved,23934,0
991354,74987598,405179,22,,Unknown,24000,RENT,0,DEBTCONSOLIDATION,2450,9.76,0.1,N,4,Approved,23939,0
340824,86450092,300066,26,,Unknown,19200,RENT,1,PERSONAL,1000,8.59,0.05,N,4,Approved,23952,0
425249,94946307,608312,23,,Unknown,25200,RENT,5,PERSONAL,5000,10.37,0.2,N,2,Approved,23964,0
485286,92431330,236078,24,,Unknown,30000,OWN,2,MEDICAL,12000,10.38,0.4,N,2,Approved,23974,0
743374,17290078,405047,24,,Unknown,30000,MORTGAGE,0,HOMEIMPROVEMENT,12000,13.99,0.4,N,4,Approved,23974,0
994186,57387125,165501,26,,Unknown,25000,RENT,8,DEBTCONSOLIDATION,8500,13.11,0.34,N,4,Approved,23976,0
820407,11468344,700603,24,,Unknown,24996,RENT,2,MEDICAL,6000,11.89,0.24,N,4,Approved,23977,0
896631,63870939,560075,30,,Unknown,20000,RENT,1,DEBTCONSOLIDATION,6000,7.29,0.3,N,6,Approved,23977,0
671501,85552119,301495,22,,Unknown,30000,RENT,1,DEBTCONSOLIDATION,9000,15.96,0.3,N,3,Approved,23979,0
848123,19301311,165050,22,,Unknown,30000,RENT,0,MEDICAL,9000,11.97,0.3,Y,2,Approved,23979,0
125404,63178692,608386,22,,Unknown,30000,RENT,6,DEBTCONSOLIDATION,9000,7.51,0.3,N,2,Approved,23979,0
763679,37253587,405056,24,,Unknown,25000,MORTGAGE,4,DEBTCONSOLIDATION,6000,8.94,0.24,N,2,Approved,23981,0
494447,61393907,165101,25,,Unknown,24000,RENT,3,EDUCATION,6000,13.8,0.25,N,4,Approved,23981,0
571843,23931698,609390,25,,Unknown,24000,RENT,2,EDUCATION,6000,9.91,0.25,N,2,Approved,23981,0
925819,94875028,609230,25,,Unknown,24000,OWN,3,PERSONAL,6000,6.17,0.25,N,2,Approved,23981,0
908485,41596701,235441,25,,Unknown,24000,RENT,2,VENTURE,6000,7.49,0.25,N,3,Approved,23981,0
565734,70403453,116701,25,,Unknown,24000,RENT,0,EDUCATION,6000,13.85,0.25,N,2,Approved,23981,0
288227,11375682,609492,25,,Unknown,24000,OWN,3,MEDICAL,6000,12.99,0.25,N,4,Approved,23981,0
202090,35480605,609587,25,,Unknown,24000,OWN,9,EDUCATION,6000,11.48,0.25,N,3,Approved,23981,0
787132,32695091,200052,21,,Unknown,30000,MORTGAGE,5,DEBTCONSOLIDATION,7500,10.39,0.25,N,2,Approved,23982,0
156353,8969926,200070,21,,Unknown,30000,RENT,0,VENTURE,7500,6.62,0.25,N,2,Approved,23982,0
954434,2746049,235911,21,,Unknown,30000,RENT,3,EDUCATION,7500,9.25,0.25,N,3,Approved,23982,0
418616,78651718,041302,21,,Unknown,30000,RENT,5,EDUCATION,7500,5.79,0.25,N,2,Approved,23982,0
247517,89790795,405276,21,,Unknown,30000,RENT,6,DEBTCONSOLIDATION,7500,10.99,0.25,N,3,Approved,23982,0
859528,83247393,700518,21,,Unknown,30000,RENT,0,EDUCATION,7500,11.97,0.25,N,3,Approved,23982,0
